tax_name	tax_rank	taxa_full_id
Limnohabitans australis	species	544681
Limnohabitans sp. CEP5	species	1100710
Limnohabitans sp. USH12	species	926416
Limnothrix sp. B14	species	858708
Limnothrix sp. MR1	species	241710
Lishizhenia caseinilytica	species	270915
Listeria marthii	species	529731
Litoreibacter sp. HME8262	species	1167803
Litoricola marina	species	646532
Litorimicrobium taeanense	species	657014
Litorimonas taeanensis	species	568099
Loktanella atrilutea	species	366533
Loktanella hongkongensis	species	278132
Loktanella rosea	species	287098
Loktanella sediminilitoris	species	1286148
Loktanella sp. BF65B_I5	species	859047
Loktanella sp. MOLA 342	species	510349
Loktanella sp. USW116	species	1303276
Loktanella tamlensis	species	390270
Longilinea arvoryzae	species	360412
Luedemannella flava	species	349316
Luedemannella helvata	species	349315
Luedemannella sp. 119-1-07	species	752680
Luteibacter sp. 9143	species	1500890
Luteibacter sp. b8(2)	species	991783
Luteibacter sp. C1.2	species	991782
Luteibacter sp. CR 3-3	species	1306522
Luteibacter sp. FP2-2	species	1289034
Luteibacter sp. II-116-7	species	626387
Luteibacter sp. IMP04	species	928892
Luteibacter sp. MWE-A13	species	1030313
Luteibacter sp. NW-2013-Rh13	species	1390166
Luteibacter yeojuensis	species	345309
Luteimicrobium sp. RU-34	species	1195506
Luteimonas abyssi	species	1247514
Luteimonas aestuarii	species	453837
Luteimonas aquatica	species	450364
Luteimonas composti	species	398257
Luteimonas cucumeris	species	985012
Luteimonas lutimaris	species	698645
Luteimonas marina	species	488485
Luteimonas mephitis	species	83615
Luteimonas sp. canine oral taxon 275	species	1151536
Luteimonas sp. EM0590	species	621003
Luteimonas sp. Gr-4	species	1176533
Luteimonas sp. H10	species	260087
Luteimonas sp. J29	species	935863
Luteimonas sp. XBU10	species	1132694
Luteimonas terricola	species	645597
Luteococcus peritonei	species	88874
Luteococcus sediminum	species	1343102
Luteolibacter algae	species	454151
Luteolibacter cuticulihirudinis	species	1157309
Luteolibacter luojiensis	species	1086703
Luteolibacter pohnpeiensis	species	454153
Luteolibacter sp. JJ2210	species	1301017
Luteolibacter sp. LX93	species	1391503
Luteolibacter yonseiensis	species	1144680
Lutibacter aestuarii	species	861111
Lutibacter flavus	species	691689
Lutibacter litoralis	species	321268
Lutibacter maritimus	species	593133
Lutibacter sp. KMM 6311	species	1138295
Lutibacter sp. MGE_SAT_686	species	1250236
Lutimaribacter saemankumensis	species	490829
Lutimonas sp. MOLA 107	species	523644
Lutispora thermophila	species	288966
Lysinibacillus fusiformis	species	28031
Lysinibacillus macroides	species	33935
Lysinibacillus massiliensis	species	292806
Lysinibacillus sinduriensis	species	561440
Lysinibacillus sp. CS101	species	590135
Lysinibacillus sp. I4(2011)	species	941882
Lysinibacillus sp. JMC-UBL 45	species	859299
Lysinibacillus sp. MO3	species	869644
Lysinibacillus sp. MS2	species	869645
Lysinibacillus sp. M_47	species	673508
Lysinibacillus sp. N2-5	species	914327
Lysinibacillus sp. SCU-B139	species	1474906
Lysinibacillus sp. SJ2SN2	species	999163
Lysinibacillus sp. UAPS01007	species	765193
Lysinibacillus sphaericus	species	1421
Lysinibacillus xylanilyticus	species	582475
Lysobacter antibioticus	species	84531
Lysobacter brunescens	species	262323
Lysobacter bugurensis	species	543356
Lysobacter concretionis	species	262325
Lysobacter daejeonensis	species	346181
Lysobacter deserti	species	406787
Lysobacter dokdonensis	species	414050
Lysobacter enzymogenes	species	69
Lysobacter ginsengisoli	species	363847
Lysobacter gummosus	species	262324
Lysobacter koreensis	species	266122
Lysobacter korlensis	species	553636
Lysobacter niastensis	species	380629
Lysobacter oryzae	species	498057
Lysobacter sediminicola	species	1176534
Lysobacter soli	species	453783
Lysobacter sp. A03	species	1199154
Lysobacter sp. BJGMM-B30	species	1178494
Lysobacter sp. BJGMM-B53	species	1178495
Lysobacter sp. C1802	species	1211067
Lysobacter sp. DC2b-58	species	748827
Lysobacter sp. E12	species	589297
Lysobacter sp. Gra9	species	1327340
Lysobacter sp. HJHJ-0803	species	767742
Lysobacter sp. ICRI9	species	1398324
Lysobacter sp. IMER-B2-18	species	624381
Lysobacter sp. ITP09	species	864720
Lysobacter sp. ljh-29	species	694239
Lysobacter sp. QT22	species	715949
Lysobacter sp. R-36483	species	875257
Lysobacter sp. R7-567	species	1166150
Lysobacter sp. RB-111	species	1136028
Lysobacter sp. RB-31	species	747458
Lysobacter sp. RHLT3-4	species	1259386
Lysobacter sp. RsRB007	species	763761
Lysobacter sp. TeRB004	species	763770
Lysobacter sp. YIM C734	species	470796
Lysobacter sp. Z0-YC6813	species	674659
Lysobacter sp. Z2-YC6852	species	674660
Lysobacter sp. ZS60	species	1327343
Lysobacter ximonensis	species	481520
Lysobacter xinjiangensis	species	546892
Lysobacter yangpyeongensis	species	346182
Macellibacteroides fermentans	species	879969
Macrococcus bovicus	species	69968
Macrococcus brunensis	species	198483
Macrococcus caseolyticus	species	69966
Macrococcus equipercicus	species	69967
Macrococcus sp. A(2010)	species	879461
Macrococcus sp. AMGM1	species	707148
Magnetospirillum bellicus	species	425942
Magnetospirillum gryphiswaldense	species	55518
Magnetospirillum sp.	species	31872
Magnetospirillum sp. CF19	species	304584
Magnetospirillum sp. Lusitani	species	1354753
Malassezia restricta	species	76775
Malikia spinosa	species	86180
Malonomonas rubra	species	57040
Mangroviflexus xiamenensis	species	995053
Mangrovimonas yunxiaonensis	species	1197477
Mannheimia granulomatis	species	85402
Mannheimia haemolytica	species	75985
Mannheimia sp. B1829/84	species	253158
Mannheimia sp. HPA121	species	85410
Mannheimia sp. M14.4	species	253155
Mannheimia sp. NCTC 11313	species	253520
Mannheimia sp. R19.2	species	85408
Mannheimia varigena	species	85404
Maribacter antarcticus	species	505250
Maribacter chungangensis	species	1069117
Maribacter dokdonensis	species	320912
Maribacter forsetii	species	444515
Maribacter polysiphoniae	species	429344
Maribacter sp. AB214f	species	983798
Maribacter sp. AECF-12a	species	1230815
Maribacter sp. E4-6	species	641550
Maribacter sp. Hel_I_25	species	1249974
Maribacter sp. HTCC2170	species	313603
Maribacter sp. KLE1063	species	568179
Maribacter sp. KMM 6377	species	996800
Maribacter sp. STAB503	species	1029709
Maribacter thermophilus	species	1197874
Maribius salinus	species	313368
Maricaulis maris	species	74318
Maricaulis sp. JL898	species	414419
Maricaulis sp. MCS28	species	74335
Maricurvus nonylphenolicus	species	1008307
Marinicella litoralis	species	644220
Marinicella pacifica	species	1171543
Marinifilum sp. TWO-1	species	1420693
Mariniflexile aquimaris	species	881009
Mariniflexile gromovii	species	362523
Mariniflexile jejuense	species	1173582
Mariniflexile soesokkakense	species	1343160
Mariniflexile sp. KMM 6695	species	1265703
Marinilabilia salmonicolor	species	989
Marinilactibacillus piezotolerans	species	258723
Mariniluteicoccus flavus	species	1397367
Marinimicrobium agarilyticum	species	306546
Marinimicrobium koreense	species	306545
Marinimicrobium sp. HMD3005	species	708092
Marininema halotolerans	species	1155944
Marinobacter daepoensis	species	262077
Marinobacter guineae	species	432303
Marinobacter hydrocarbonoclasticus	species	2743
Marinobacter litoralis	species	187981
Marinobacter lutaoensis	species	135739
Marinobacter mobilis	species	488533
Marinobacter sp. 1c.10	species	937250
Marinobacter sp. b100-148	species	887512
Marinobacter sp. b110-112	species	887514
Marinobacter sp. b110-18	species	887515
Marinobacter sp. BBD-216-4f	species	723636
Marinobacter sp. D2-3M	species	995832
Marinobacter sp. D3-2M	species	995833
Marinobacter sp. EB233	species	867564
Marinobacter sp. M81SF	species	934775
Marinobacter sp. MB121	species	697536
Marinobacter sp. NT N115	species	266698
Marinobacter sp. NT N125	species	266707
Marinobacter sp. NT N31	species	266648
Marinobacter sp. S2	species	689846
Marinobacter sp. SA005	species	1054641
Marinobacter sp. Trimyema-1	species	133225
Marinobacter sp. Trimyema-2	species	133226
Marinobacter sp. VS-6	species	591572
Marinobacter taiwanensis	species	425008
Marinobacterium maritimum	species	500162
Marinobacterium rhizophilum	species	420402
Marinobacterium sp. 08XMAC-12	species	869007
Marinobacterium sp. ljh-36	species	694240
Marinococcus halophilus	species	1371
Marinococcus sp. FJ1	species	561082
Marinomonas aquimarina	species	295068
Marinomonas basaltis	species	472172
Marinomonas dokdonensis	species	328224
Marinomonas sp. AB337d	species	983801
Marinomonas sp. BSi20414	species	388374
Marinomonas sp. M50-7.3	species	559742
Marinomonas sp. PF1-3	species	524905
Marinomonas sp. S3727	species	579485
Marinomonas sp. SW1-7	species	934184
Marinomonas sp. SW5-4	species	934213
Marinomonas sp. W-137-7	species	1447693
Marinomonas sp. W-3	species	414694
Marinoscillum luteum	species	861051
Marinoscillum pacificum	species	392723
Marinospirillum minutulum	species	64974
Marinospirillum sp. MOL1.1	species	1494203
Marinosulfonomonas methylotropha	species	50058
Marisediminicola sp. TMN-10-2	species	1259397
Marisediminicola sp. TmT3-31	species	1259412
Maritalea myrionectae	species	454601
Maritalea sp. LNM-14	species	1246854
Maritimimonas rapanae	species	487320
Marivirga lumbricoides	species	1046115
Marixanthomonas ophiurae	species	387659
Marmoricola aequoreus	species	397278
Marmoricola aurantiacus	species	86796
Marmoricola bigeumensis	species	433649
Marmoricola ginsengisoli	species	661483
Marmoricola korecus	species	642766
Marmoricola pocheonensis	species	661485
Marmoricola sp. CNJ780 PL04	species	378574
Marmoricola sp. CNJ872 PL04	species	378575
Marmoricola sp. D13	species	551130
Marmoricola sp. Ellin111	species	188584
Marmoricola sp. Gsoil 885	species	661486
Marmoricola sp. JNURIC043	species	650033
Marmoricola sp. MIM116	species	1123565
Marmoricola sp. MK05	species	662881
Marmoricola sp. S8-670	species	1166152
Marmoricola sp. URHB0036	species	1298863
Marmoricola sp. W1.09-48	species	1341501
Martelella mangrovi	species	1397477
Martelella mediterranea	species	293089
Martelella radicis	species	1397476
Martelella sp. ERDBT I	species	610342
Marvinbryantia formatexigens	species	168384
Massilia aerilata	species	453817
Massilia albidiflava	species	321983
Massilia brevitalea	species	442526
Massilia consociata	species	760117
Massilia dura	species	321982
Massilia flava	species	871742
Massilia haematophila	species	457923
Massilia kyonggiensis	species	1303090
Massilia lurida	species	1036180
Massilia lutea	species	321985
Massilia niastensis	species	544911
Massilia oculi	species	945844
Massilia plicata	species	321984
Massilia sp. 2C4	species	1035097
Massilia sp. 4D6	species	1035102
Massilia sp. 9096	species	1500894
Massilia sp. BJC15-C34	species	1234010
Massilia sp. Br15	species	1313004
Massilia sp. DR-a8	species	699461
Massilia sp. G1-14	species	682467
Massilia sp. GFC-22	species	502260
Massilia sp. HJB011	species	914667
Massilia sp. HKA5	species	999164
Massilia sp. hp37	species	1090127
Massilia sp. III-116b-32	species	626390
Massilia sp. LC268	species	1120657
Massilia sp. LCB71	species	1095601
Massilia sp. MA5-1	species	937674
Massilia sp. NMC24	species	709429
Massilia sp. P-105	species	413560
Massilia sp. P-123	species	413563
Massilia sp. P-127	species	413564
Massilia sp. PDD-31b-10	species	994519
Massilia sp. RP-B18	species	598604
Massilia sp. S5-252-1	species	1166153
Massilia sp. Sr31	species	1259423
Massilia sp. TmT2-56-1	species	1259434
Massilia sp. TmT3-47	species	1259436
Massilia sp. TMT4-34	species	1259431
Massilia sp. TPD44	species	862467
Massilia sp. TSO8	species	716762
Massilia suwonensis	species	648895
Massilia tieshanensis	species	796007
Massilia timonae	species	47229
Massilia umbonata	species	864828
Megamonas funiformis	species	437897
Megamonas hypermegale	species	158847
Megamonas rupellensis	species	491921
Megasphaera cerevisiae	species	39029
Megasphaera elsdenii	species	907
Megasphaera genomosp. C1	species	230139
Megasphaera hominis	species	159836
Megasphaera massiliensis	species	1232428
Megasphaera micronuciformis	species	187326
Megasphaera sp. BL7	species	1285585
Megasphaera sp. BS-4	species	886390
Megasphaera sp. BV3C16-1	species	1111454
Megasphaera sp. DNF00872	species	1285933
Megasphaera sp. DNF00912	species	1285934
Megasphaera sp. G2(2011)	species	1084486
Megasphaera sp. NM10	species	1273103
Megasphaera sp. S6-MB2	species	1287023
Megasphaera sp. TrE9262	species	358646
Megasphaera sp. UPII 135-E	species	1000569
Megasphaera sp. UPII 199-6	species	1000568
Meiothermus cateniformans	species	482825
Meiothermus granaticius	species	863370
Meiothermus hypogaeus	species	884155
Meiothermus ruber	species	277
Meiothermus silvanus	species	52022
Meiothermus sp. KTL01	species	1071527
Meiothermus sp. MspI	species	869897
Meiothermus sp. Pnk-1	species	873128
Meiothermus sp. TG17	species	706501
Melghirimyces thermohalophilus	species	1236220
Melissococcus plutonius	species	33970
Melittangium alboraceum	species	83452
Melittangium boletus	species	83453
Melittangium lichenicola	species	45
Meniscus glaucopis	species	706566
Meridianimaribacter flavus	species	571115
Merismopedia sp. CENA106	species	413089
Mesoflavibacter zeaxanthinifaciens	species	393060
Mesonia algae	species	213248
Mesonia phycicola	species	579105
Mesorhizobium albiziae	species	335020
Mesorhizobium alhagi	species	475067
Mesorhizobium amorphae	species	71433
Mesorhizobium ciceri	species	39645
Mesorhizobium loti	species	381
Mesorhizobium plurifarium	species	69974
Mesorhizobium robiniae	species	559315
Mesorhizobium sp. 1P08MB	species	554111
Mesorhizobium sp. CCNWAX25-1	species	559322
Mesorhizobium sp. CCNWXJ35-1	species	559330
Mesorhizobium sp. GSM-484	species	698993
Mesorhizobium sp. K6-22	species	450679
Mesorhizobium sp. mat904	species	1085870
Mesorhizobium sp. mat916	species	1085871
Mesorhizobium sp. MM5372	species	1417566
Mesorhizobium sp. MM5377	species	1417568
Mesorhizobium sp. OD26	species	1417587
Mesorhizobium sp. OD42	species	1417590
Mesorhizobium sp. OD52	species	1417593
Mesorhizobium sp. PN6	species	936264
Mesorhizobium sp. RE 62	species	936203
Mesorhizobium sp. S-8-Sintra	species	549270
Mesorhizobium sp. SBB-POLY	species	1367424
Mesorhizobium sp. STR-14-Santarem	species	549280
Mesorhizobium sp. USDA 4318	species	595485
Mesorhizobium sp. WSM2623	species	1077698
Mesotoga infera	species	1236046
metagenome	species	256318
Metakosakonia massiliensis	species	1485952
Methanimicrococcus blatticola	species	91560
Methanobacterium aarhusense	species	256826
Methanobacterium beijingense	species	242129
Methanobacterium bryantii	species	2161
Methanobacterium curvum	species	129848
Methanobacterium ferruginis	species	710191
Methanobacterium flexile	species	490098
Methanobacterium formicicum	species	2162
Methanobacterium kanagiense	species	483896
Methanobacterium lacus	species	877455
Methanobacterium oryzae	species	69540
Methanobacterium paludis	species	868131
Methanobacterium sp.	species	2164
Methanobacterium sp. 0372-D1	species	686322
Methanobacterium sp. AH1	species	442692
Methanobacterium sp. Maddingley MBC34	species	1220534
Methanobacterium sp. SA-12	species	290067
Methanobacterium sp. XJ-3a	species	753893
Methanobacterium sp. YCM1	species	430614
Methanobacterium subterraneum	species	59277
Methanobacterium uliginosum	species	83983
Methanobrevibacter arboriphilus	species	39441
Methanobrevibacter gottschalkii	species	190974
Methanobrevibacter millerae	species	230361
Methanobrevibacter oralis	species	66851
Methanobrevibacter ruminantium	species	83816
Methanobrevibacter smithii	species	2173
Methanobrevibacter sp.	species	66852
Methanobrevibacter sp. 110	species	430622
Methanobrevibacter sp. 1Y	species	339723
Methanobrevibacter sp. 30Y	species	294677
Methanobrevibacter sp. AbM4	species	224719
Methanobrevibacter sp. OCP	species	337046
Methanobrevibacter sp. YE288	species	681370
Methanobrevibacter sp. YE304	species	681375
Methanobrevibacter sp. YLM1	species	796387
Methanobrevibacter thaueri	species	190975
Methanobrevibacter woesei	species	190976
Methanocalculus pumilus	species	152007
Methanocorpusculum labreanum	species	83984
Methanoculleus bourgensis	species	83986
Methanoculleus chikugoensis	species	118126
Methanoculleus palmolei	species	72612
Methanoculleus sp. 10	species	430615
Methanoculleus sp. IIE1	species	203164
Methanoculleus sp. T14	species	418023
Methanoculleus thermophilus	species	2200
Methanofollis liminatans	species	2201
Methanolobus profundi	species	487685
Methanomethylovorans sp. Z1	species	418706
Methanoregula boonei	species	358766
Methanosaeta harundinacea	species	301375
Methanosarcina acetivorans	species	2214
Methanosarcina soligelidi	species	1036677
Methanosarcina sp.	species	2213
Methanosarcina sp. 2214B	species	435878
Methanosarcina sp. 48	species	430621
Methanosarcina sp. FR	species	65820
Methanosarcina sp. MO-MS1	species	913104
Methanosarcina sp. RPS13	species	512747
Methanosarcina thermophila	species	2210
Methanosphaera cuniculi	species	1077256
Methanosphaera sp. ISO3-F5	species	1452353
Methanosphaera stadtmanae	species	2317
Methanospirillum hungatei	species	2203
Methanospirillum psychrodurum	species	1390225
Methanospirillum sp.	species	45200
Methanospirillum stamsii	species	1277351
Methanothermobacter crinale	species	1045764
Methanothermobacter marburgensis	species	145263
Methanothermobacter sp. RY3	species	574338
Methanothermobacter tenebrarum	species	680118
Methanothrix soehngenii	species	2223
Methylibium petroleiphilum	species	105560
Methylibium sp. BAC116	species	471604
Methylobacillus arboreus	species	755170
Methylobacillus flagellatus	species	405
Methylobacillus gramineus	species	755169
Methylobacillus pratensis	species	233101
Methylobacillus rhizosphaerae	species	551994
Methylobacillus sp. LF-1	species	536871
Methylobacter luteus	species	415
Methylobacter psychrophilus	species	96941
Methylobacter sp. 4/20	species	1269025
Methylobacter sp. 5FB	species	305576
Methylobacter sp. BB5.1	species	65423
Methylobacter tundripaludum	species	173365
Methylobacterium adhaesivum	species	333297
Methylobacterium aerolatum	species	418708
Methylobacterium aquaticum	species	270351
Methylobacterium cerastii	species	932741
Methylobacterium goesingense	species	243690
Methylobacterium gossipiicola	species	582675
Methylobacterium hispanicum	species	270350
Methylobacterium iners	species	418707
Methylobacterium jeotgali	species	381630
Methylobacterium komagatae	species	374425
Methylobacterium longum	species	767694
Methylobacterium marchantiae	species	600331
Methylobacterium organophilum	species	410
Methylobacterium oxalidis	species	944322
Methylobacterium phyllosphaerae	species	418223
Methylobacterium phyllostachyos	species	582672
Methylobacterium platani	species	427683
Methylobacterium radiotolerans	species	31998
Methylobacterium rhodesianum	species	29427
Methylobacterium sp. 002-201	species	374427
Methylobacterium sp. 113	species	767699
Methylobacterium sp. 399	species	767692
Methylobacterium sp. 57	species	767698
Methylobacterium sp. 679	species	767706
Methylobacterium sp. 699	species	767702
Methylobacterium sp. 812	species	767704
Methylobacterium sp. 92d	species	1148253
Methylobacterium sp. Aed01	species	539254
Methylobacterium sp. AG46	species	1399423
Methylobacterium sp. AMS21	species	925824
Methylobacterium sp. AMS49	species	925844
Methylobacterium sp. AMS64	species	925856
Methylobacterium sp. B-G-PYD2	species	926664
Methylobacterium sp. BHF006	species	405095
Methylobacterium sp. C57	species	1035237
Methylobacterium sp. CBMB45	species	418228
Methylobacterium sp. CCGE2054	species	578275
Methylobacterium sp. CCGE4019	species	904043
Methylobacterium sp. CCGE4024	species	904044
Methylobacterium sp. CS85	species	1035222
Methylobacterium sp. DLS-15	species	705317
Methylobacterium sp. Ellin168	species	188643
Methylobacterium sp. F15	species	308105
Methylobacterium sp. Gh-138	species	582673
Methylobacterium sp. Gh-143	species	582674
Methylobacterium sp. II_GA_A_1_8	species	568653
Methylobacterium sp. JC86	species	908947
Methylobacterium sp. JPB-5.10	species	521489
Methylobacterium sp. K611B	species	384684
Methylobacterium sp. L3-214	species	1166160
Methylobacterium sp. L7-488-1	species	1166178
Methylobacterium sp. LC271	species	1114481
Methylobacterium sp. LR-2006a	species	417153
Methylobacterium sp. MBIC4305	species	89768
Methylobacterium sp. MM10	species	289182
Methylobacterium sp. MM70	species	925919
Methylobacterium sp. OSB1	species	479393
Methylobacterium sp. P-12S	species	1445979
Methylobacterium sp. P8E	species	301466
Methylobacterium sp. PB11	species	335555
Methylobacterium sp. PB138	species	335568
Methylobacterium sp. PB142	species	335571
Methylobacterium sp. PB145	species	335573
Methylobacterium sp. PB231	species	335584
Methylobacterium sp. PB73	species	335561
Methylobacterium sp. PDD-23b-14	species	994520
Methylobacterium sp. PK2	species	1400239
Methylobacterium sp. PN3	species	914287
Methylobacterium sp. RIB1-11	species	489702
Methylobacterium sp. RK-2008-1	species	986741
Methylobacterium sp. T35	species	1035216
Methylobacterium sp. T5	species	1003090
Methylobacterium sp. TA85	species	1035229
Methylobacterium sp. z92a	species	1148254
Methylobacterium trifolii	species	1003092
Methylobacterium variabile	species	298794
Methylobacterium zatmanii	species	29429
Methylocaldum gracile	species	73779
Methylocaldum marinum	species	1432792
Methylocaldum sp. 5FB	species	305571
Methylocaldum sp. E10a	species	305577
Methylocaldum sp. H-11	species	385962
Methylocaldum szegediense	species	73780
Methylocapsa acidiphila	species	133552
Methylocapsa aurea	species	663610
Methyloceanibacter caenitepidi	species	1384459
Methylocella palustris	species	81943
Methylocella silvestris	species	199596
Methylocella tundrae	species	227605
Methylococcus capsulatus	species	414
Methylocystis bryophila	species	655015
Methylocystis rosea	species	173366
Methylocystis sp. 0510-P-6	species	500339
Methylocystis sp. 50/42a	species	193101
Methylocystis sp. 50/54	species	193116
Methylocystis sp. 5FB1	species	305574
Methylocystis sp. ATCC 49242	species	622637
Methylocystis sp. B14	species	525712
Methylocystis sp. B3	species	385963
Methylocystis sp. H17	species	293546
Methylocystis sp. III	species	525713
Methylocystis sp. KS12	species	193105
Methylocystis sp. L32	species	293550
Methylocystis sp. LW5	species	107633
Methylocystis sp. m261	species	400985
Methylocystis sp. M42/1	species	193108
Methylocystis sp. R-49792	species	1262633
Methylocystis sp. SH31p	species	1041306
Methyloferula stellata	species	876270
Methyloglobulus morosus	species	1410681
Methyloligella solikamskensis	species	1177756
Methylomicrobium album	species	39775
Methylomonas fodinarum	species	39772
Methylomonas koyamae	species	702114
Methylomonas lenta	species	980561
Methylomonas sp. 11b	species	1168169
Methylomonas sp. M5	species	1028364
Methylomonas sp. R-45375	species	980560
Methylomonas sp. R-49807	species	1262637
Methylophaga marina	species	45495
Methylophaga sp. DMS048	species	392492
Methylophaga sp. LMN	species	928840
Methylophaga sp. RS-MM3	species	1382986
Methylophaga sp. SM14	species	1425877
Methylophaga sulfidovorans	species	45496
Methylophilus sp. APU211a	species	703628
Methylophilus sp. CBMB102	species	492657
Methylophilus sp. CS3	species	682661
Methylophilus sp. ECd5	species	260952
Methylophilus sp. EHg7	species	260953
Methylophilus sp. u33	species	497088
Methylopila capsulata	species	61654
Methylopila musalis	species	1134781
Methylopila oligotropha	species	1282438
Methylorosula polaris	species	519061
Methylosarcina lacus	species	136992
Methylosinus acidophilus	species	331308
Methylosinus sp. bq-1A1	species	1383833
Methylosinus sp. LW3	species	107635
Methylosinus sp. R-45379	species	980563
Methylosinus sp. R-45380	species	980564
Methylosinus sporium	species	428
Methylosinus trichosporium	species	426
Methylotenera mobilis	species	359408
Methylotenera sp. 73s	species	1165096
Methylotenera sp. L2L1	species	1502770
Methyloversatilis discipulorum	species	1119528
Methyloversatilis thermotolerans	species	1346290
Methyloversatilis universalis	species	378211
Methylovirgula ligni	species	569860
Methylovorus sp. MP688	species	887061
Microbacterium agarici	species	630514
Microbacterium amylolyticum	species	936337
Microbacterium aquimaris	species	459816
Microbacterium arborescens	species	33883
Microbacterium aurum	species	36805
Microbacterium azadirachtae	species	582680
Microbacterium binotii	species	462710
Microbacterium ginsengisoli	species	400772
Microbacterium gubbeenense	species	159896
Microbacterium halotolerans	species	246613
Microbacterium humi	species	640635
Microbacterium insulae	species	483014
Microbacterium kitamiense	species	76884
Microbacterium lacticum	species	33885
Microbacterium lacus	species	415217
Microbacterium laevaniformans	species	36807
Microbacterium marinum	species	421115
Microbacterium oleivorans	species	273677
Microbacterium oxydans	species	82380
Microbacterium paraoxydans	species	199592
Microbacterium phyllosphaerae	species	124798
Microbacterium profundi	species	450380
Microbacterium sediminis	species	904291
Microbacterium sp. 2229	species	537495
Microbacterium sp. 3B.4	species	929146
Microbacterium sp. 5.5LF34T	species	501287
Microbacterium sp. A.c8	species	1477393
Microbacterium sp. AB302d	species	983805
Microbacterium sp. absalar	species	156975
Microbacterium sp. AP13	species	499689
Microbacterium sp. BCA10	species	1160956
Microbacterium sp. BK-15	species	745393
Microbacterium sp. CC2	species	573162
Microbacterium sp. cp-h5	species	515384
Microbacterium sp. CZGRN8	species	1484796
Microbacterium sp. DH	species	1119001
Microbacterium sp. Ellin174	species	188634
Microbacterium sp. GGC-D18A	species	570648
Microbacterium sp. GGC-P2D	species	570653
Microbacterium sp. H207	species	937140
Microbacterium sp. HS28	species	1264896
Microbacterium sp. IFO 16248	species	88377
Microbacterium sp. LKS07	species	912631
Microbacterium sp. LLQ-1	species	589018
Microbacterium sp. MA5-2	species	937683
Microbacterium sp. NSJ-13	species	646249
Microbacterium sp. NSJ-8	species	646250
Microbacterium sp. OS-6	species	138906
Microbacterium sp. PcRB024	species	763746
Microbacterium sp. QDHT-03	species	564863
Microbacterium sp. TAD126	species	564488
Microbacterium sp. X2A	species	1165515
Microbacterium sp. Xb-4	species	362468
Microbacterium sp. ZSG3-18	species	1128718
Microbacterium xylanilyticum	species	300018
Microbacterium yannicii	species	671622
Microbispora corallina	species	83302
Microbispora rosea	species	58117
Microbispora sp. NN277	species	748025
Microbispora sp. OSR7	species	934088
Microbispora sp. OST1	species	934089
Microbulbifer elongatus	species	86173
Microbulbifer mangrovi	species	927787
Microbulbifer sp. AB454d	species	983807
Microbulbifer sp. AB470d	species	983810
Microbulbifer sp. CDN12	species	946355
Microbulbifer sp. GB02-3	species	717949
Microbulbifer sp. HB09007	species	622662
Microbulbifer sp. HMD3177	species	760556
Microbulbifer taiwanensis	species	986746
Microcella putealis	species	337005
Micrococcus flavus	species	384602
Micrococcus luteus	species	1270
Micrococcus lylae	species	1273
Micrococcus sp. B-LS-PYD1	species	926667
Micrococcus sp. BAB-2944	species	1437747
Micrococcus sp. FXJ8-7	species	937143
Micrococcus sp. GIC11	species	260380
Micrococcus sp. M12-2-2	species	929126
Micrococcus sp. MAR443	species	934145
Micrococcus sp. SP6	species	1398289
Micrococcus sp. WB18-01	species	979128
Micrococcus sp. Y25	species	1344384
Micrococcus yunnanensis	species	566027
Microcoleus sp. CYN66	species	1156585
Microcoleus vaginatus	species	119532
Microcystis ichthyoblabe	species	75561
Microlunatus aurantiacus	species	446786
Microlunatus ginsengisoli	species	363863
Microlunatus panaciterrae	species	400768
Microlunatus parietis	species	682979
Microlunatus phosphovorus	species	29405
Microlunatus soli	species	630515
Microlunatus sp.	species	39595
Microlunatus sp. BS15	species	1007093
Microlunatus sp. J109	species	472174
Microlunatus sp. M5_21	species	571896
Microlunatus sp. MN2-10	species	1150517
Microlunatus sp. O37_6	species	571897
Microlunatus terrae	species	1007092
Micromonospora aurantiaca	species	47850
Micromonospora auratinigra	species	261654
Micromonospora coxensis	species	356852
Micromonospora echinospora	species	1877
Micromonospora peucetia	species	47871
Micromonospora sp. 10 GUW	species	503640
Micromonospora sp. 15	species	522656
Micromonospora sp. 160711	species	438709
Micromonospora sp. 161026	species	438716
Micromonospora sp. 161927	species	438728
Micromonospora sp. ACT121	species	1432774
Micromonospora sp. AML404	species	996187
Micromonospora sp. AV137	species	1117669
Micromonospora sp. AV203	species	1117670
Micromonospora sp. CAP 181	species	722691
Micromonospora sp. CMU-NKS-51	species	1410314
Micromonospora sp. CO74	species	942090
Micromonospora sp. CR39	species	709884
Micromonospora sp. FXJ7.198	species	683253
Micromonospora sp. FXJ7.204	species	988856
Micromonospora sp. IMER-B1-4	species	627679
Micromonospora sp. KRS-4	species	1078023
Micromonospora sp. M13(2011)	species	941741
Micromonospora sp. M3	species	655970
Micromonospora sp. M34(2011)	species	941754
Micromonospora sp. PIP 160	species	722693
Micromonospora sp. QAIII54	species	485617
Micromonospora sp. S1510	species	1420890
Micromonospora terrae	species	309045
Microtetraspora niveoalba	species	46175
Microvirga aerilata	species	670292
Microvirga flocculans	species	217168
Microvirga guangxiensis	species	549386
Microvirga lotononidis	species	864069
Microvirga lupini	species	420324
Microvirga sp. 109	species	1187891
Microvirga sp. B32	species	1073858
